Datum;Anfang;Ende;Generation_DE Riedersbach 1 [MW] Originalauflösungen;Generation_DE Riedersbach 2 [MW] Originalauflösungen
01.01.2018;00:00;01:00;-;0
01.01.2018;01:00;02:00;-;0
01.01.2018;02:00;03:00;-;0
01.01.2018;03:00;04:00;-;0
01.01.2018;04:00;05:00;-;0
01.01.2018;05:00;06:00;-;0
01.01.2018;06:00;07:00;-;0
01.01.2018;07:00;08:00;-;0
01.01.2018;08:00;09:00;-;0
01.01.2018;09:00;10:00;-;0
01.01.2018;10:00;11:00;-;0
01.01.2018;11:00;12:00;-;0
01.01.2018;12:00;13:00;-;0
01.01.2018;13:00;14:00;-;0
01.01.2018;14:00;15:00;-;0
01.01.2018;15:00;16:00;-;0
01.01.2018;16:00;17:00;-;0
01.01.2018;17:00;18:00;-;0
01.01.2018;18:00;19:00;-;0
01.01.2018;19:00;20:00;-;0
01.01.2018;20:00;21:00;-;0
01.01.2018;21:00;22:00;-;0
01.01.2018;22:00;23:00;-;0
01.01.2018;23:00;00:00;-;0
02.01.2018;00:00;01:00;-;0
02.01.2018;01:00;02:00;-;0
02.01.2018;02:00;03:00;-;0
02.01.2018;03:00;04:00;-;0
02.01.2018;04:00;05:00;-;0
02.01.2018;05:00;06:00;-;0
02.01.2018;06:00;07:00;-;0
02.01.2018;07:00;08:00;-;0
02.01.2018;08:00;09:00;-;0
02.01.2018;09:00;10:00;-;0
02.01.2018;10:00;11:00;-;0
02.01.2018;11:00;12:00;-;0
02.01.2018;12:00;13:00;-;0
02.01.2018;13:00;14:00;-;0
02.01.2018;14:00;15:00;-;0
02.01.2018;15:00;16:00;-;0
02.01.2018;16:00;17:00;-;0
02.01.2018;17:00;18:00;-;0
02.01.2018;18:00;19:00;-;0
02.01.2018;19:00;20:00;-;0
02.01.2018;20:00;21:00;-;0
02.01.2018;21:00;22:00;-;0
02.01.2018;22:00;23:00;-;0
02.01.2018;23:00;00:00;-;0
03.01.2018;00:00;01:00;-;0
03.01.2018;01:00;02:00;-;0
03.01.2018;02:00;03:00;-;0
03.01.2018;03:00;04:00;-;0
03.01.2018;04:00;05:00;-;0
03.01.2018;05:00;06:00;-;0
03.01.2018;06:00;07:00;-;0
03.01.2018;07:00;08:00;-;0
03.01.2018;08:00;09:00;-;0
03.01.2018;09:00;10:00;-;0
03.01.2018;10:00;11:00;-;0
03.01.2018;11:00;12:00;-;0
03.01.2018;12:00;13:00;-;0
03.01.2018;13:00;14:00;-;0
03.01.2018;14:00;15:00;-;0
03.01.2018;15:00;16:00;-;0
03.01.2018;16:00;17:00;-;0
03.01.2018;17:00;18:00;-;0
03.01.2018;18:00;19:00;-;0
03.01.2018;19:00;20:00;-;0
03.01.2018;20:00;21:00;-;0
03.01.2018;21:00;22:00;-;0
03.01.2018;22:00;23:00;-;0
03.01.2018;23:00;00:00;-;0
04.01.2018;00:00;01:00;-;0
04.01.2018;01:00;02:00;-;0
04.01.2018;02:00;03:00;-;0
04.01.2018;03:00;04:00;-;0
04.01.2018;04:00;05:00;-;0
04.01.2018;05:00;06:00;-;0
04.01.2018;06:00;07:00;-;0
04.01.2018;07:00;08:00;-;0
04.01.2018;08:00;09:00;-;0
04.01.2018;09:00;10:00;-;0
04.01.2018;10:00;11:00;-;0
04.01.2018;11:00;12:00;-;0
04.01.2018;12:00;13:00;-;0
04.01.2018;13:00;14:00;-;0
04.01.2018;14:00;15:00;-;0
04.01.2018;15:00;16:00;-;0
04.01.2018;16:00;17:00;-;0
04.01.2018;17:00;18:00;-;0
04.01.2018;18:00;19:00;-;0
04.01.2018;19:00;20:00;-;0
04.01.2018;20:00;21:00;-;0
04.01.2018;21:00;22:00;-;0
04.01.2018;22:00;23:00;-;0
04.01.2018;23:00;00:00;-;0
05.01.2018;00:00;01:00;-;0
05.01.2018;01:00;02:00;-;0
05.01.2018;02:00;03:00;-;0
05.01.2018;03:00;04:00;-;0
05.01.2018;04:00;05:00;-;0
05.01.2018;05:00;06:00;-;0
05.01.2018;06:00;07:00;-;0
05.01.2018;07:00;08:00;-;0
05.01.2018;08:00;09:00;-;0
05.01.2018;09:00;10:00;-;0
05.01.2018;10:00;11:00;-;0
05.01.2018;11:00;12:00;-;0
05.01.2018;12:00;13:00;-;0
05.01.2018;13:00;14:00;-;0
05.01.2018;14:00;15:00;-;0
05.01.2018;15:00;16:00;-;0
05.01.2018;16:00;17:00;-;0
05.01.2018;17:00;18:00;-;0
05.01.2018;18:00;19:00;-;0
05.01.2018;19:00;20:00;-;0
05.01.2018;20:00;21:00;-;0
05.01.2018;21:00;22:00;-;0
05.01.2018;22:00;23:00;-;0
05.01.2018;23:00;00:00;-;0
06.01.2018;00:00;01:00;-;0
06.01.2018;01:00;02:00;-;0
06.01.2018;02:00;03:00;-;0
06.01.2018;03:00;04:00;-;0
06.01.2018;04:00;05:00;-;0
06.01.2018;05:00;06:00;-;0
06.01.2018;06:00;07:00;-;0
06.01.2018;07:00;08:00;-;0
06.01.2018;08:00;09:00;-;0
06.01.2018;09:00;10:00;-;0
06.01.2018;10:00;11:00;-;0
06.01.2018;11:00;12:00;-;0
06.01.2018;12:00;13:00;-;0
06.01.2018;13:00;14:00;-;0
06.01.2018;14:00;15:00;-;0
06.01.2018;15:00;16:00;-;0
06.01.2018;16:00;17:00;-;0
06.01.2018;17:00;18:00;-;0
06.01.2018;18:00;19:00;-;0
06.01.2018;19:00;20:00;-;0
06.01.2018;20:00;21:00;-;0
06.01.2018;21:00;22:00;-;0
06.01.2018;22:00;23:00;-;0
06.01.2018;23:00;00:00;-;0
07.01.2018;00:00;01:00;-;0
07.01.2018;01:00;02:00;-;0
07.01.2018;02:00;03:00;-;0
07.01.2018;03:00;04:00;-;0
07.01.2018;04:00;05:00;-;0
07.01.2018;05:00;06:00;-;0
07.01.2018;06:00;07:00;-;0
07.01.2018;07:00;08:00;-;0
07.01.2018;08:00;09:00;-;0
07.01.2018;09:00;10:00;-;0
07.01.2018;10:00;11:00;-;0
07.01.2018;11:00;12:00;-;0
07.01.2018;12:00;13:00;-;0
07.01.2018;13:00;14:00;-;0
07.01.2018;14:00;15:00;-;0
07.01.2018;15:00;16:00;-;0
07.01.2018;16:00;17:00;-;0
07.01.2018;17:00;18:00;-;0
07.01.2018;18:00;19:00;-;0
07.01.2018;19:00;20:00;-;0
07.01.2018;20:00;21:00;-;0
07.01.2018;21:00;22:00;-;0
07.01.2018;22:00;23:00;-;0
07.01.2018;23:00;00:00;-;0
08.01.2018;00:00;01:00;-;0
08.01.2018;01:00;02:00;-;0
08.01.2018;02:00;03:00;-;0
08.01.2018;03:00;04:00;-;0
08.01.2018;04:00;05:00;-;0
08.01.2018;05:00;06:00;-;0
08.01.2018;06:00;07:00;-;0
08.01.2018;07:00;08:00;-;0
08.01.2018;08:00;09:00;-;0
08.01.2018;09:00;10:00;-;0
08.01.2018;10:00;11:00;-;0
08.01.2018;11:00;12:00;-;0
08.01.2018;12:00;13:00;-;0
08.01.2018;13:00;14:00;-;0
08.01.2018;14:00;15:00;-;0
08.01.2018;15:00;16:00;-;0
08.01.2018;16:00;17:00;-;0
08.01.2018;17:00;18:00;-;0
08.01.2018;18:00;19:00;-;0
08.01.2018;19:00;20:00;-;0
08.01.2018;20:00;21:00;-;0
08.01.2018;21:00;22:00;-;0
08.01.2018;22:00;23:00;-;0
08.01.2018;23:00;00:00;-;0
09.01.2018;00:00;01:00;-;0
09.01.2018;01:00;02:00;-;0
09.01.2018;02:00;03:00;-;0
09.01.2018;03:00;04:00;-;0
09.01.2018;04:00;05:00;-;0
09.01.2018;05:00;06:00;-;0
09.01.2018;06:00;07:00;-;0
09.01.2018;07:00;08:00;-;0
09.01.2018;08:00;09:00;-;0
09.01.2018;09:00;10:00;-;0
09.01.2018;10:00;11:00;-;0
09.01.2018;11:00;12:00;-;0
09.01.2018;12:00;13:00;-;0
09.01.2018;13:00;14:00;-;0
09.01.2018;14:00;15:00;-;0
09.01.2018;15:00;16:00;-;0
09.01.2018;16:00;17:00;-;0
09.01.2018;17:00;18:00;-;0
09.01.2018;18:00;19:00;-;0
09.01.2018;19:00;20:00;-;0
09.01.2018;20:00;21:00;-;0
09.01.2018;21:00;22:00;-;0
09.01.2018;22:00;23:00;-;0
09.01.2018;23:00;00:00;-;0
10.01.2018;00:00;01:00;-;0
10.01.2018;01:00;02:00;-;0
10.01.2018;02:00;03:00;-;0
10.01.2018;03:00;04:00;-;0
10.01.2018;04:00;05:00;-;0
10.01.2018;05:00;06:00;-;0
10.01.2018;06:00;07:00;-;0
10.01.2018;07:00;08:00;-;0
10.01.2018;08:00;09:00;-;0
10.01.2018;09:00;10:00;-;0
10.01.2018;10:00;11:00;-;0
10.01.2018;11:00;12:00;-;0
10.01.2018;12:00;13:00;-;0
10.01.2018;13:00;14:00;-;0
10.01.2018;14:00;15:00;-;0
10.01.2018;15:00;16:00;-;0
10.01.2018;16:00;17:00;-;0
10.01.2018;17:00;18:00;-;0
10.01.2018;18:00;19:00;-;0
10.01.2018;19:00;20:00;-;0
10.01.2018;20:00;21:00;-;0
10.01.2018;21:00;22:00;-;0
10.01.2018;22:00;23:00;-;0
10.01.2018;23:00;00:00;-;0
11.01.2018;00:00;01:00;-;0
11.01.2018;01:00;02:00;-;0
11.01.2018;02:00;03:00;-;0
11.01.2018;03:00;04:00;-;0
11.01.2018;04:00;05:00;-;0
11.01.2018;05:00;06:00;-;0
11.01.2018;06:00;07:00;-;0
11.01.2018;07:00;08:00;-;0
11.01.2018;08:00;09:00;-;0
11.01.2018;09:00;10:00;-;0
11.01.2018;10:00;11:00;-;0
11.01.2018;11:00;12:00;-;0
11.01.2018;12:00;13:00;-;0
11.01.2018;13:00;14:00;-;0
11.01.2018;14:00;15:00;-;0
11.01.2018;15:00;16:00;-;0
11.01.2018;16:00;17:00;-;0
11.01.2018;17:00;18:00;-;0
11.01.2018;18:00;19:00;-;0
11.01.2018;19:00;20:00;-;0
11.01.2018;20:00;21:00;-;0
11.01.2018;21:00;22:00;-;0
11.01.2018;22:00;23:00;-;0
11.01.2018;23:00;00:00;-;0
12.01.2018;00:00;01:00;-;0
12.01.2018;01:00;02:00;-;0
12.01.2018;02:00;03:00;-;0
12.01.2018;03:00;04:00;-;0
12.01.2018;04:00;05:00;-;0
12.01.2018;05:00;06:00;-;0
12.01.2018;06:00;07:00;-;0
12.01.2018;07:00;08:00;-;0
12.01.2018;08:00;09:00;-;0
12.01.2018;09:00;10:00;-;0
12.01.2018;10:00;11:00;-;0
12.01.2018;11:00;12:00;-;0
12.01.2018;12:00;13:00;-;0
12.01.2018;13:00;14:00;-;0
12.01.2018;14:00;15:00;-;0
12.01.2018;15:00;16:00;-;0
12.01.2018;16:00;17:00;-;0
12.01.2018;17:00;18:00;-;0
12.01.2018;18:00;19:00;-;0
12.01.2018;19:00;20:00;-;0
12.01.2018;20:00;21:00;-;0
12.01.2018;21:00;22:00;-;0
12.01.2018;22:00;23:00;-;0
12.01.2018;23:00;00:00;-;0
13.01.2018;00:00;01:00;-;0
13.01.2018;01:00;02:00;-;0
13.01.2018;02:00;03:00;-;0
13.01.2018;03:00;04:00;-;0
13.01.2018;04:00;05:00;-;0
13.01.2018;05:00;06:00;-;0
13.01.2018;06:00;07:00;-;0
13.01.2018;07:00;08:00;-;0
13.01.2018;08:00;09:00;-;0
13.01.2018;09:00;10:00;-;0
13.01.2018;10:00;11:00;-;0
13.01.2018;11:00;12:00;-;0
13.01.2018;12:00;13:00;-;0
13.01.2018;13:00;14:00;-;0
13.01.2018;14:00;15:00;-;0
13.01.2018;15:00;16:00;-;0
13.01.2018;16:00;17:00;-;0
13.01.2018;17:00;18:00;-;0
13.01.2018;18:00;19:00;-;0
13.01.2018;19:00;20:00;-;0
13.01.2018;20:00;21:00;-;0
13.01.2018;21:00;22:00;-;0
13.01.2018;22:00;23:00;-;0
13.01.2018;23:00;00:00;-;0
14.01.2018;00:00;01:00;-;0
14.01.2018;01:00;02:00;-;0
14.01.2018;02:00;03:00;-;0
14.01.2018;03:00;04:00;-;0
14.01.2018;04:00;05:00;-;0
14.01.2018;05:00;06:00;-;0
14.01.2018;06:00;07:00;-;0
14.01.2018;07:00;08:00;-;0
14.01.2018;08:00;09:00;-;0
14.01.2018;09:00;10:00;-;0
14.01.2018;10:00;11:00;-;0
14.01.2018;11:00;12:00;-;0
14.01.2018;12:00;13:00;-;0
14.01.2018;13:00;14:00;-;0
14.01.2018;14:00;15:00;-;0
14.01.2018;15:00;16:00;-;0
14.01.2018;16:00;17:00;-;0
14.01.2018;17:00;18:00;-;0
14.01.2018;18:00;19:00;-;0
14.01.2018;19:00;20:00;-;0
14.01.2018;20:00;21:00;-;0
14.01.2018;21:00;22:00;-;0
14.01.2018;22:00;23:00;-;0
14.01.2018;23:00;00:00;-;0
15.01.2018;00:00;01:00;-;0
15.01.2018;01:00;02:00;-;0
15.01.2018;02:00;03:00;-;0
15.01.2018;03:00;04:00;-;0
15.01.2018;04:00;05:00;-;0
15.01.2018;05:00;06:00;-;0
15.01.2018;06:00;07:00;-;0
15.01.2018;07:00;08:00;-;0
15.01.2018;08:00;09:00;-;0
15.01.2018;09:00;10:00;-;0
15.01.2018;10:00;11:00;-;0
15.01.2018;11:00;12:00;-;0
15.01.2018;12:00;13:00;-;0
15.01.2018;13:00;14:00;-;0
15.01.2018;14:00;15:00;-;0
15.01.2018;15:00;16:00;-;0
15.01.2018;16:00;17:00;-;0
15.01.2018;17:00;18:00;-;0
15.01.2018;18:00;19:00;-;0
15.01.2018;19:00;20:00;-;0
15.01.2018;20:00;21:00;-;0
15.01.2018;21:00;22:00;-;0
15.01.2018;22:00;23:00;-;0
15.01.2018;23:00;00:00;-;0
16.01.2018;00:00;01:00;-;0
16.01.2018;01:00;02:00;-;0
16.01.2018;02:00;03:00;-;0
16.01.2018;03:00;04:00;-;0
16.01.2018;04:00;05:00;-;0
16.01.2018;05:00;06:00;-;0
16.01.2018;06:00;07:00;-;0
16.01.2018;07:00;08:00;-;0
16.01.2018;08:00;09:00;-;0
16.01.2018;09:00;10:00;-;0
16.01.2018;10:00;11:00;-;0
16.01.2018;11:00;12:00;-;0
16.01.2018;12:00;13:00;-;0
16.01.2018;13:00;14:00;-;0
16.01.2018;14:00;15:00;-;0
16.01.2018;15:00;16:00;-;0
16.01.2018;16:00;17:00;-;0
16.01.2018;17:00;18:00;-;0
16.01.2018;18:00;19:00;-;0
16.01.2018;19:00;20:00;-;0
16.01.2018;20:00;21:00;-;0
16.01.2018;21:00;22:00;-;0
16.01.2018;22:00;23:00;-;0
16.01.2018;23:00;00:00;-;0
17.01.2018;00:00;01:00;-;0
17.01.2018;01:00;02:00;-;0
17.01.2018;02:00;03:00;-;0
17.01.2018;03:00;04:00;-;0
17.01.2018;04:00;05:00;-;0
17.01.2018;05:00;06:00;-;0
17.01.2018;06:00;07:00;-;0
17.01.2018;07:00;08:00;-;0
17.01.2018;08:00;09:00;-;0
17.01.2018;09:00;10:00;-;0
17.01.2018;10:00;11:00;-;0
17.01.2018;11:00;12:00;-;0
17.01.2018;12:00;13:00;-;0
17.01.2018;13:00;14:00;-;0
17.01.2018;14:00;15:00;-;0
17.01.2018;15:00;16:00;-;0
17.01.2018;16:00;17:00;-;0
17.01.2018;17:00;18:00;-;0
17.01.2018;18:00;19:00;-;0
17.01.2018;19:00;20:00;-;0
17.01.2018;20:00;21:00;-;0
17.01.2018;21:00;22:00;-;0
17.01.2018;22:00;23:00;-;0
17.01.2018;23:00;00:00;-;0
18.01.2018;00:00;01:00;-;0
18.01.2018;01:00;02:00;-;0
18.01.2018;02:00;03:00;-;0
18.01.2018;03:00;04:00;-;0
18.01.2018;04:00;05:00;-;0
18.01.2018;05:00;06:00;-;0
18.01.2018;06:00;07:00;-;0
18.01.2018;07:00;08:00;-;0
18.01.2018;08:00;09:00;-;0
18.01.2018;09:00;10:00;-;0
18.01.2018;10:00;11:00;-;0
18.01.2018;11:00;12:00;-;0
18.01.2018;12:00;13:00;-;0
18.01.2018;13:00;14:00;-;0
18.01.2018;14:00;15:00;-;0
18.01.2018;15:00;16:00;-;0
18.01.2018;16:00;17:00;-;0
18.01.2018;17:00;18:00;-;0
18.01.2018;18:00;19:00;-;0
18.01.2018;19:00;20:00;-;0
18.01.2018;20:00;21:00;-;0
18.01.2018;21:00;22:00;-;0
18.01.2018;22:00;23:00;-;0
18.01.2018;23:00;00:00;-;0
19.01.2018;00:00;01:00;-;0
19.01.2018;01:00;02:00;-;0
19.01.2018;02:00;03:00;-;0
19.01.2018;03:00;04:00;-;0
19.01.2018;04:00;05:00;-;0
19.01.2018;05:00;06:00;-;0
19.01.2018;06:00;07:00;-;0
19.01.2018;07:00;08:00;-;0
19.01.2018;08:00;09:00;-;0
19.01.2018;09:00;10:00;-;0
19.01.2018;10:00;11:00;-;0
19.01.2018;11:00;12:00;-;0
19.01.2018;12:00;13:00;-;0
19.01.2018;13:00;14:00;-;0
19.01.2018;14:00;15:00;-;0
19.01.2018;15:00;16:00;-;0
19.01.2018;16:00;17:00;-;0
19.01.2018;17:00;18:00;-;0
19.01.2018;18:00;19:00;-;0
19.01.2018;19:00;20:00;-;0
19.01.2018;20:00;21:00;-;0
19.01.2018;21:00;22:00;-;0
19.01.2018;22:00;23:00;-;0
19.01.2018;23:00;00:00;-;0
20.01.2018;00:00;01:00;-;0
20.01.2018;01:00;02:00;-;0
20.01.2018;02:00;03:00;-;0
20.01.2018;03:00;04:00;-;0
20.01.2018;04:00;05:00;-;0
20.01.2018;05:00;06:00;-;0
20.01.2018;06:00;07:00;-;0
20.01.2018;07:00;08:00;-;0
20.01.2018;08:00;09:00;-;0
20.01.2018;09:00;10:00;-;0
20.01.2018;10:00;11:00;-;0
20.01.2018;11:00;12:00;-;0
20.01.2018;12:00;13:00;-;0
20.01.2018;13:00;14:00;-;0
20.01.2018;14:00;15:00;-;0
20.01.2018;15:00;16:00;-;0
20.01.2018;16:00;17:00;-;0
20.01.2018;17:00;18:00;-;0
20.01.2018;18:00;19:00;-;0
20.01.2018;19:00;20:00;-;0
20.01.2018;20:00;21:00;-;0
20.01.2018;21:00;22:00;-;0
20.01.2018;22:00;23:00;-;0
20.01.2018;23:00;00:00;-;0
21.01.2018;00:00;01:00;-;0
21.01.2018;01:00;02:00;-;0
21.01.2018;02:00;03:00;-;0
21.01.2018;03:00;04:00;-;0
21.01.2018;04:00;05:00;-;0
21.01.2018;05:00;06:00;-;0
21.01.2018;06:00;07:00;-;0
21.01.2018;07:00;08:00;-;0
21.01.2018;08:00;09:00;-;0
21.01.2018;09:00;10:00;-;0
21.01.2018;10:00;11:00;-;0
21.01.2018;11:00;12:00;-;0
21.01.2018;12:00;13:00;-;0
21.01.2018;13:00;14:00;-;0
21.01.2018;14:00;15:00;-;0
21.01.2018;15:00;16:00;-;0
21.01.2018;16:00;17:00;-;0
21.01.2018;17:00;18:00;-;0
21.01.2018;18:00;19:00;-;0
21.01.2018;19:00;20:00;-;0
21.01.2018;20:00;21:00;-;0
21.01.2018;21:00;22:00;-;0
21.01.2018;22:00;23:00;-;0
21.01.2018;23:00;00:00;-;0
22.01.2018;00:00;01:00;-;-
22.01.2018;01:00;02:00;-;0
22.01.2018;02:00;03:00;-;0
22.01.2018;03:00;04:00;-;0
22.01.2018;04:00;05:00;-;0
22.01.2018;05:00;06:00;-;0
22.01.2018;06:00;07:00;-;0
22.01.2018;07:00;08:00;-;0
22.01.2018;08:00;09:00;-;0
22.01.2018;09:00;10:00;-;0
22.01.2018;10:00;11:00;-;0
22.01.2018;11:00;12:00;-;0
22.01.2018;12:00;13:00;-;0
22.01.2018;13:00;14:00;-;0
22.01.2018;14:00;15:00;-;0
22.01.2018;15:00;16:00;-;0
22.01.2018;16:00;17:00;-;-
22.01.2018;17:00;18:00;-;-
22.01.2018;18:00;19:00;-;-
22.01.2018;19:00;20:00;-;-
22.01.2018;20:00;21:00;-;-
22.01.2018;21:00;22:00;-;-
22.01.2018;22:00;23:00;-;-
22.01.2018;23:00;00:00;-;-
23.01.2018;00:00;01:00;-;-
23.01.2018;01:00;02:00;-;-
23.01.2018;02:00;03:00;-;-
23.01.2018;03:00;04:00;-;-
23.01.2018;04:00;05:00;-;-
23.01.2018;05:00;06:00;-;-
23.01.2018;06:00;07:00;-;-
23.01.2018;07:00;08:00;-;-
23.01.2018;08:00;09:00;-;-
23.01.2018;09:00;10:00;-;-
23.01.2018;10:00;11:00;-;-
23.01.2018;11:00;12:00;-;-
23.01.2018;12:00;13:00;-;-
23.01.2018;13:00;14:00;-;-
23.01.2018;14:00;15:00;-;-
23.01.2018;15:00;16:00;-;-
23.01.2018;16:00;17:00;-;-
23.01.2018;17:00;18:00;-;-
23.01.2018;18:00;19:00;-;-
23.01.2018;19:00;20:00;-;-
23.01.2018;20:00;21:00;-;-
23.01.2018;21:00;22:00;-;-
23.01.2018;22:00;23:00;-;-
23.01.2018;23:00;00:00;-;-
24.01.2018;00:00;01:00;-;-
24.01.2018;01:00;02:00;-;-
24.01.2018;02:00;03:00;-;-
24.01.2018;03:00;04:00;-;-
24.01.2018;04:00;05:00;-;-
24.01.2018;05:00;06:00;-;-
24.01.2018;06:00;07:00;-;-
24.01.2018;07:00;08:00;-;-
24.01.2018;08:00;09:00;-;-
24.01.2018;09:00;10:00;-;-
24.01.2018;10:00;11:00;-;-
24.01.2018;11:00;12:00;-;-
24.01.2018;12:00;13:00;-;-
24.01.2018;13:00;14:00;-;-
24.01.2018;14:00;15:00;-;-
24.01.2018;15:00;16:00;-;-
24.01.2018;16:00;17:00;-;-
24.01.2018;17:00;18:00;-;-
24.01.2018;18:00;19:00;-;-
24.01.2018;19:00;20:00;-;-
24.01.2018;20:00;21:00;-;-
24.01.2018;21:00;22:00;-;-
24.01.2018;22:00;23:00;-;-
24.01.2018;23:00;00:00;-;-
25.01.2018;00:00;01:00;-;-
25.01.2018;01:00;02:00;-;-
25.01.2018;02:00;03:00;-;-
25.01.2018;03:00;04:00;-;-
25.01.2018;04:00;05:00;-;-
25.01.2018;05:00;06:00;-;-
25.01.2018;06:00;07:00;-;-
25.01.2018;07:00;08:00;-;-
25.01.2018;08:00;09:00;-;-
25.01.2018;09:00;10:00;-;-
25.01.2018;10:00;11:00;-;-
25.01.2018;11:00;12:00;-;-
25.01.2018;12:00;13:00;-;-
25.01.2018;13:00;14:00;-;-
25.01.2018;14:00;15:00;-;-
25.01.2018;15:00;16:00;-;-
25.01.2018;16:00;17:00;-;-
25.01.2018;17:00;18:00;-;-
25.01.2018;18:00;19:00;-;-
25.01.2018;19:00;20:00;-;-
25.01.2018;20:00;21:00;-;-
25.01.2018;21:00;22:00;-;-
25.01.2018;22:00;23:00;-;-
25.01.2018;23:00;00:00;-;-
26.01.2018;00:00;01:00;-;-
26.01.2018;01:00;02:00;-;-
26.01.2018;02:00;03:00;-;-
26.01.2018;03:00;04:00;-;-
26.01.2018;04:00;05:00;-;-
26.01.2018;05:00;06:00;-;-
26.01.2018;06:00;07:00;-;-
26.01.2018;07:00;08:00;-;-
26.01.2018;08:00;09:00;-;-
26.01.2018;09:00;10:00;-;-
26.01.2018;10:00;11:00;-;-
26.01.2018;11:00;12:00;-;-
26.01.2018;12:00;13:00;-;-
26.01.2018;13:00;14:00;-;-
26.01.2018;14:00;15:00;-;-
26.01.2018;15:00;16:00;-;-
26.01.2018;16:00;17:00;-;-
26.01.2018;17:00;18:00;-;-
26.01.2018;18:00;19:00;-;-
26.01.2018;19:00;20:00;-;-
26.01.2018;20:00;21:00;-;-
26.01.2018;21:00;22:00;-;-
26.01.2018;22:00;23:00;-;-
26.01.2018;23:00;00:00;-;-
27.01.2018;00:00;01:00;-;-
27.01.2018;01:00;02:00;-;-
27.01.2018;02:00;03:00;-;-
27.01.2018;03:00;04:00;-;-
27.01.2018;04:00;05:00;-;-
27.01.2018;05:00;06:00;-;-
27.01.2018;06:00;07:00;-;-
27.01.2018;07:00;08:00;-;-
27.01.2018;08:00;09:00;-;-
27.01.2018;09:00;10:00;-;-
27.01.2018;10:00;11:00;-;-
27.01.2018;11:00;12:00;-;-
27.01.2018;12:00;13:00;-;-
27.01.2018;13:00;14:00;-;-
27.01.2018;14:00;15:00;-;-
27.01.2018;15:00;16:00;-;-
27.01.2018;16:00;17:00;-;-
27.01.2018;17:00;18:00;-;-
27.01.2018;18:00;19:00;-;-
27.01.2018;19:00;20:00;-;-
27.01.2018;20:00;21:00;-;-
27.01.2018;21:00;22:00;-;-
27.01.2018;22:00;23:00;-;-
27.01.2018;23:00;00:00;-;-
28.01.2018;00:00;01:00;-;-
28.01.2018;01:00;02:00;-;-
28.01.2018;02:00;03:00;-;-
28.01.2018;03:00;04:00;-;-
28.01.2018;04:00;05:00;-;-
28.01.2018;05:00;06:00;-;-
28.01.2018;06:00;07:00;-;-
28.01.2018;07:00;08:00;-;-
28.01.2018;08:00;09:00;-;-
28.01.2018;09:00;10:00;-;-
28.01.2018;10:00;11:00;-;-
28.01.2018;11:00;12:00;-;-
28.01.2018;12:00;13:00;-;-
28.01.2018;13:00;14:00;-;-
28.01.2018;14:00;15:00;-;-
28.01.2018;15:00;16:00;-;-
28.01.2018;16:00;17:00;-;-
28.01.2018;17:00;18:00;-;-
28.01.2018;18:00;19:00;-;-
28.01.2018;19:00;20:00;-;-
28.01.2018;20:00;21:00;-;-
28.01.2018;21:00;22:00;-;-
28.01.2018;22:00;23:00;-;-
28.01.2018;23:00;00:00;-;-
